;ID;Year;Value
1;62;2005;8,1
2;62;2006;8,2
3;62;2007;8,2
4;62;2008;8,414285714
5;62;2009;8,4
6;62;2010;8,4
7;62;2011;8,5
8;62;2012;8,5
9;62;2013;8,5
10;62;2014;8,4
11;62;2015;8,4
12;62;2016;8,5
13;62;2017;8,5
14;62;2018;8,5
15;62;2019;8,7
16;95;2005;7
17;95;2006;6,9
18;95;2007;6,7
19;95;2008;6,7
20;95;2009;6,6
21;95;2010;6,6
22;95;2011;6,5
23;95;2012;6,3
24;95;2013;6,3
25;95;2014;6,2
26;95;2015;6,1
27;95;2016;6,1
28;95;2017;5,9
29;95;2018;5,9
30;95;2019;5,8
31;98;2005;98,1
32;98;2006;97,2
33;98;2007;93,8
34;98;2008;91,1
35;98;2009;92,7
36;98;2010;92,2
37;98;2011;90,9
38;98;2012;88
39;98;2013;90,3
40;98;2014;87,9
41;98;2015;89,6
42;98;2016;91,6
43;98;2017;83,5
44;98;2018;82
45;98;2019;81,8
46;104;2005;74,9
47;104;2006;73,7
48;104;2007;74
49;104;2008;75,2
50;104;2009;75,4
51;104;2010;76,7
52;104;2011;77,1
53;104;2012;78,1
54;104;2013;76,6
55;104;2014;77,3
56;104;2015;74,5
57;104;2016;75,1
58;104;2017;74
59;104;2018;72,5
60;104;2019;70,8
61;107;2005;113,7
62;107;2006;112,2
63;107;2007;111,2
64;107;2008;110,7
65;107;2009;109,6
66;107;2010;109,8
67;107;2011;108,4
68;107;2012;108
69;107;2013;106,6
70;107;2014;105,5
71;107;2015;105,7
72;107;2016;104,7
73;107;2017;103,7
74;107;2018;104,6
75;107;2019;102,8
76;140;2005;23
77;140;2006;22,2
78;140;2007;22,7
79;140;2008;22,6
80;140;2009;22,1
81;140;2010;24
82;140;2011;24
83;140;2012;24,2
84;140;2013;22,5
85;140;2014;22,8
86;140;2015;20
87;140;2016;19
88;140;2017;17,7
89;140;2018;16,2
90;140;2019;15,1
91;143;2005;5
92;143;2006;4,9
93;143;2007;5
94;143;2008;5,2
95;143;2009;5,2
96;143;2010;5
97;143;2011;5,2
98;143;2012;5,3
99;143;2013;5,4
100;143;2014;5,4
101;143;2015;5,6
102;143;2016;5,7
103;143;2017;6,2
104;143;2018;6,5
105;143;2019;6,4
106;147;2005;54,9
107;147;2006;54,8
108;147;2007;53,3
109;147;2008;54,9
110;147;2009;56
111;147;2010;54,4
112;147;2011;53,5
113;147;2012;56,9
114;147;2013;55,5
115;147;2014;55,7
116;147;2015;55,5
117;147;2016;57,8
118;147;2017;58,3
119;147;2018;57,4
120;147;2019;57,7
121;170;2005;20,4
122;170;2006;19,6
123;170;2007;18,6
124;170;2008;17,7
125;170;2009;16,8
126;170;2010;16
127;170;2011;15,3
128;170;2012;14,9
129;170;2013;14,4
130;170;2014;14,1
131;170;2015;13,3
132;170;2016;14
133;170;2017;13,4
134;170;2018;13,1
135;170;2019;15,82857143
136;172;2005;13,6
137;172;2006;13,2
138;172;2007;12,7
139;172;2008;12,1
140;172;2009;11,5
141;172;2010;11,1
142;172;2011;10,6
143;172;2012;10,3
144;172;2013;9,9
145;172;2014;9,8
146;172;2015;9,4
147;172;2016;9,6
148;172;2017;9,5
149;172;2018;9,1
150;172;2019;10,88571429
151;175;2005;17,25454545
152;175;2006;17,25454545
153;175;2007;17,25454545
154;175;2008;20,4
155;175;2009;20
156;175;2010;18,9
157;175;2011;17,8
158;175;2012;16,9
159;175;2013;16,5
160;175;2014;16,3
161;175;2015;15,8
162;175;2016;16,4
163;175;2017;15,6
164;175;2018;15,2
165;175;2019;17,25454545
166;177;2005;6
167;177;2006;5,5
168;177;2007;4,2
169;177;2008;3,9
170;177;2009;3,3
171;177;2010;2,8
172;177;2011;2,2
173;177;2012;2,3
174;177;2013;2,3
175;177;2014;2
176;177;2015;1,9
177;177;2016;2,1
178;177;2017;2,2
179;177;2018;2,2
180;177;2019;2,2
181;178;2005;9,5
182;178;2006;9,5
183;178;2007;9
184;178;2008;8,6
185;178;2009;8,8
186;178;2010;7,8
187;178;2011;8,5
188;178;2012;8,3
189;178;2013;8,4
190;178;2014;7,7
191;178;2015;7,3
192;178;2016;7,8
193;178;2017;8
194;178;2018;7,9
195;178;2019;7,8
196;179;2005;74,7
197;179;2006;77,2
198;179;2007;77
199;179;2008;68,1
200;179;2009;72,4
201;179;2010;68,9
202;179;2011;61,8
203;179;2012;59,3
204;179;2013;62,1
205;179;2014;63,8
206;179;2015;62
207;179;2016;64,4
208;179;2017;64,5
209;179;2018;59,1
210;179;2019;57,9
211;198;2005;71,9
212;198;2006;72,3
213;198;2007;72,6
214;198;2008;73
215;198;2009;73,3
216;198;2010;73,6
217;198;2011;73,9
218;198;2012;74,2
219;198;2013;74,5
220;198;2014;74,8
221;198;2015;75
222;198;2016;75,2
223;198;2017;75,5
224;198;2018;75,7
225;198;2019;75,9
226;208;2005;2
227;208;2006;1,9
228;208;2007;1,9
229;208;2008;1,9
230;208;2009;1,8
231;208;2010;1,8
232;208;2011;1,8
233;208;2012;1,8
234;208;2013;1,8
235;208;2014;1,8
236;208;2015;1,8
237;208;2016;1,8
238;208;2017;1,7
239;208;2018;1,7
240;208;2019;1,7
